מחלקה,ברקוד,פריט,ספק,01/09/2025,עלות,מחיר מכירה,כמות במלאי,כמות מינימלי,כמות מקסימלי,"סה""כ עלות","סה""כ מכירה"
אפיה ומטבח,7.29002E+12,"צלחת שקופה שבת שלום 10.25"" פז 10 יחי'","מחטף יבוא ושיווק בע""מ ",14/01/2026,11.1,18,20,,,222,360
אפיה ומטבח,7.29002E+12,"צלחת שקופה שבת שלום 9"" פז 10 יחי","מחטף יבוא ושיווק בע""מ ",05/01/2026,8.86,16,20,,,177.2,320
אפיה ומטבח,7.29012E+12,צנצנות תבלינים שלישייה,"סקטור אפיקים בע""מ ",02/12/2025,5.9,10,14,,,82.6,140
אפיה ומטבח,7.29012E+12,צנצנת אקרילי מרובעת 500CC,"פעמית תבניכל שיווק בע""מ ",11/01/2026,11.8,22,24,,,283.2,528
אפיה ומטבח,7.29011E+12,צנצנת ווקום זכוכית מעוצבת 0.75L,"י.סולומון חוויה שבכלי בע""מ",08/02/2026,11.68,20,22,,,256.96,440
אפיה ומטבח,8.57125E+12,צנצנת זכוכית 5 ליטר, ספק כללי,02/12/2025,23.6,45,3,,,70.8,135
אפיה ומטבח,7.29012E+12,צנצנת זכוכית גדולה מוטבעת זהב קוקיז + מכסה,"פעמית תבניכל שיווק בע""מ ",02/12/2025,9.44,18,12,,,113.28,216
אפיה ומטבח,7.29012E+12,"צנצנת זכוכית דקה 1000 מ""ל + מכסה","י.סולומון חוויה שבכלי בע""מ",02/12/2025,15.34,26,13,,,199.42,338
אפיה ומטבח,7.29012E+12,"צנצנת זכוכית דקה 1500 מ""ל מכסה עץ","י.סולומון חוויה שבכלי בע""מ",08/02/2026,15.34,28,9,,,138.06,252
אפיה ומטבח,7.29012E+12,"צנצנת זכוכית דקה 1900 מ""ל מכסה מעץ","י.סולומון חוויה שבכלי בע""מ",08/02/2026,18.88,30,10,,,188.8,300
אפיה ומטבח,7.29012E+12,צנצנת זכוכית מוטבעת זהב לעוגיות +מכסה,"פעמית תבניכל שיווק בע""מ ",08/02/2026,7.67,15,24,,,184.08,360
אפיה ומטבח,7.29012E+12,צנצנת זכוכית מוטבעת זהב לפסטה + מכסה,"פעמית תבניכל שיווק בע""מ ",11/01/2026,7.67,22,12,,,92.04,264
אפיה ומטבח,7.29012E+12,צנצנת זכוכית מוטבעת זהב לתבלינים +מכסה,"פעמית תבניכל שיווק בע""מ ",01/09/2025,7.08,12,24,,,169.92,288
אפיה ומטבח,2.0231E+12,צנצנת לחיצה זכוכית, ספק כללי,01/09/2025,23.6,45,3,,,70.8,135
אפיה ומטבח,6.92833E+12,"צנצנת לתבלינים מכסה מחורר 200 מ""ל","דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,1.42,15,110,0,0,156.2,1650
אפיה ומטבח,7.29001E+12,"צנצנת סוכר דמררה 1 ק""ג השף אלפרדו",נאמן לאורך זמן ,05/01/2026,8.74,15,10,0,0,87.4,150
אפיה ומטבח,6.92833E+12,"צנצנת פלסטי כדורי זוויתי ק 15 ס""מ","דקל יבוא ויצור דברי נוי בע""מ ",05/01/2026,5.04,9,4,0,0,20.16,36
אפיה ומטבח,7.29012E+12,צנצנת פלסטיק מעוינים מוכסף 1.2 ל',"פעמית תבניכל שיווק בע""מ ",07/09/2025,7.67,14,18,,,138.06,252
אפיה ומטבח,7.29012E+12,צנצנת פלסטיק מעוינים מכוסף 1.0 ל',"פעמית תבניכל שיווק בע""מ ",08/02/2026,5.9,12,10,,,59,120
אפיה ומטבח,6.92833E+12,"צנצנת פלסטיק ק11.5 ג12.8 ס""מ 900 מ""ל","דקל יבוא ויצור דברי נוי בע""מ ",08/02/2026,2.77,8,16,,,44.32,128
אפיה ומטבח,7.29012E+12,צנצנת פרח בינוני 1.5 ליטר,"פעמית תבניכל שיווק בע""מ ",29/01/2026,10.03,18,12,,,120.36,216
אפיה ומטבח,7.29012E+12,צנצנת פרח גדולה 2 ליטר,"פעמית תבניכל שיווק בע""מ ",14/01/2026,11.8,20,7,,,82.6,140
אפיה ומטבח,7.29001E+12,ק.מרוב מתרחב + מכסה 12 יחי',"מחטף יבוא ושיווק בע""מ ",10/12/2025,7.55,14,23,,,173.65,322
אפיה ומטבח,7.29011E+12,קולב על דלת HOME,"סקטור אפיקים בע""מ ",10/12/2025,18.17,32,16,,,290.72,512
אפיה ומטבח,6.97507E+12,קומקום חשמלי גוף נירוסטה,"רוי מרקטינג יבוא בע""מ ",01/09/2025,25.96,50,14,,,363.44,700
אפיה ומטבח,6.97507E+12,קומקום חשמלי זכוכית לד 2 לי',"רוי מרקטינג יבוא בע""מ ",01/09/2025,33.63,65,12,,,403.56,780
אפיה ומטבח,7.29002E+12,"קונוס מעץ 140 ס""מ אר' 25","פעמית תבניכל שיווק בע""מ ",01/09/2025,5.43,10,40,0,0,217.2,400
אפיה ומטבח,7.29002E+12,"קונוס מעץ 180 מ""מ 25 יחי'","פעמית תבניכל שיווק בע""מ ",01/09/2025,6.73,13,13,0,0,87.49,169
אפיה ומטבח,7.29002E+12,קונפיטורת דובדבן 450 גר' 70% פרי,נאמן לאורך זמן ,01/09/2025,10.5,15,12,0,0,126,180
אפיה ומטבח,7.29002E+12,קונפיטורת מישמש 450גר' 70% פרי,נאמן לאורך זמן ,01/09/2025,10.5,15,11,0,0,115.5,165
אפיה ומטבח,7.29002E+12,קונפיטורת שזיפים 450 גר' 70% פרי,נאמן לאורך זמן ,11/12/2025,10.5,15,8,0,0,84,120
אפיה ומטבח,7.29002E+12,קונפיטורת תות שדה 450 גר' 70% פרי,נאמן לאורך זמן ,15/01/2026,10.5,15,10,0,0,105,150
אפיה ומטבח,7.10255E+12,קופ' איחסון אקרילי מג'יק 3 לי' + מכסה,"רוי מרקטינג יבוא בע""מ ",15/01/2026,15.93,28,12,,,191.16,336
אפיה ומטבח,6.92354E+12,קופ' מחולקת מקרטון + מכסה שקוף 5 תאים,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,3.02,7,12,,,36.24,84
אפיה ומטבח,6.92354E+12,קופ' מחולקת מקרטון + מכסה שקוף 5 תאים,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,3.53,8,12,,,42.36,96
אפיה ומטבח,6.92354E+12,קופ' מחולקת מקרטון + מכסה שקוף 6 תאים,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,2.53,5,12,,,30.36,60
אפיה ומטבח,6.92354E+12,קופ' מחולקת מקרטון + מכסה שקוף 6 תאים,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,3.02,6,12,,,36.24,72
אפיה ומטבח,6.92354E+12,קופ' מחולקת מקרטון + מכסה שקוף 9 תאים,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,3.02,7,12,,,36.24,84
אפיה ומטבח,6.92354E+12,קופ' מחולקת מקרטון + מכסה שקוף 9 תאים,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,3.53,7,7,,,24.71,49
אפיה ומטבח,6.92354E+12,קופ' קרטון + חלון פורים שמח מסכה זהב מיטאלי,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,4.5,9,43,,,193.5,387
אפיה ומטבח,6.92354E+12,קופ' קרטון לפורים חלון מסכה זהב מיטאלי,"דקל יבוא ויצור דברי נוי בע""מ ",11/12/2025,1.75,4,60,,,105,240
אפיה ומטבח,6.92354E+12,קופ' קרטון מכסה פי וי סי מחולקת לבן,"דקל יבוא ויצור דברי נוי בע""מ ",11/12/2025,4.54,9,11,,,49.94,99
אפיה ומטבח,7.10255E+12,קופס' איחסון אקרילי מג'יק 12 לי' + מכסה,"רוי מרקטינג יבוא בע""מ ",11/12/2025,30.09,52,7,,,210.63,364
אפיה ומטבח,7.10255E+12,קופס' איחסון אקרילי מג'יק 17 לי' + מכסה,"רוי מרקטינג יבוא בע""מ ",01/02/2026,38.35,65,4,,,153.4,260
אפיה ומטבח,7.10255E+12,קופס' איחסון אקרילי מג'יק 5 לי' + מכסה,"רוי מרקטינג יבוא בע""מ ",11/01/2026,20.65,35,12,,,247.8,420
אפיה ומטבח,7.29012E+12,קופסא לעוגיות שחור/לבן/קרם דקור צ זהב,"י.סולומון חוויה שבכלי בע""מ",08/02/2026,30.68,55,3,,,92.04,165
אפיה ומטבח,6.91027E+12,קופסאות איחסון אקרילי, ספק כללי,08/02/2026,14.16,25,1,,,14.16,25
אפיה ומטבח,7.29012E+12,קופסאת אחסון אטומה דקורטיבי ענק,"פעמית תבניכל שיווק בע""מ ",08/02/2026,23.6,42,10,,,236,420
אפיה ומטבח,7.29012E+12,קופסאת אחסון אטומה דקורטיבי קטן,"פעמית תבניכל שיווק בע""מ ",08/02/2026,8.26,15,17,,,140.42,255
אפיה ומטבח,7.29012E+12,קופסאת אחסון אטומה דקורטיבית גדול,"פעמית תבניכל שיווק בע""מ ",10/12/2025,18.88,38,11,,,207.68,418
אפיה ומטבח,7.29012E+12,קופסאת אחסון דקורטיבי בינוני,"פעמית תבניכל שיווק בע""מ ",05/01/2026,11.8,20,18,,,212.4,360
אפיה ומטבח,7.29001E+12,קופסאת סנדוויץ לחמניה,"רוי מרקטינג יבוא בע""מ ",02/02/2026,8.02,14,4,,,32.08,56
אפיה ומטבח,7.29012E+12,קופסית עוגה תבנית גדולה,"פעמית תבניכל שיווק בע""מ ",01/02/2026,6.96,12,12,,,83.52,144
אפיה ומטבח,7.29012E+12,קופסית עוגה תבנית גדולה,"פעמית תבניכל שיווק בע""מ ",05/01/2026,6.37,12,5,,,31.85,60
אפיה ומטבח,7.29012E+12,"קופסת איחסון מזכוכית 19*19ס""מ א/יאוב L","י.סולומון חוויה שבכלי בע""מ",01/09/2025,46.02,82,6,,,276.12,492
אפיה ומטבח,111500098,קופסת בנטו,"פעמית תבניכל שיווק בע""מ ",19/01/2026,0.59,1,450,,,265.5,450
אפיה ומטבח,6.92354E+12,קופסת פלסטיק עגול שקוף,"דקל יבוא ויצור דברי נוי בע""מ ",29/12/2025,1.9,4,32,0,0,60.8,128
אפיה ומטבח,7.29002E+12,קוקוטיים מנייר מאפינס חום/לבן 10X10,"דנטס אריזות בע""מ",01/09/2025,4.13,8,36,,,148.68,288
אפיה ומטבח,7.29001E+12,"קוקוס "" דשא ""","המרשלג  פרלינס בע""מ ",29/12/2025,8.97,16,4,,,35.88,64
אפיה ומטבח,7.29001E+12,קוקוס 200 גר' השף אלפרדו,נאמן לאורך זמן ,01/09/2025,6.5,12,17,0,0,110.5,204
אפיה ומטבח,7.29001E+12,"קוקוס ורוד "" פיות ""","המרשלג  פרלינס בע""מ ",01/09/2025,8.97,16,3,,,26.91,48
אפיה ומטבח,8.35811E+11,קוקטים לאפיה 50 יחי' OZ,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,5.19,9,22,0,0,114.18,198
אפיה ומטבח,8.35811E+11,קוקטים לאפייה 50 יחי' 3OZ,"הנמל אריזות ושיווק 1984 בע""מ ",03/09/2025,5.19,9,27,0,0,140.13,243
אפיה ומטבח,7.29E+12,קורנפלור 200 גר' השף אלפרדו קטן,נאמן לאורך זמן ,02/09/2025,2.91,8,18,0,0,52.38,144
אפיה ומטבח,6.11109E+11,קינוחית מרובע גבוה + מכסה,"משי תעשיות פלסטיק בע""מ ",01/09/2025,4.6,8,57,,,262.2,456
אפיה ומטבח,7.29002E+12,קינוחית מתרחבת קטנה 50 יח,"מחטף יבוא ושיווק בע""מ ",01/09/2025,0.15,14,976,,,146.4,13664
אפיה ומטבח,7.29002E+12,קישוט עוגה כוכב כחול-לבן,נאמן לאורך זמן ,01/09/2025,8.07,13,9,0,0,72.63,117
אפיה ומטבח,7.29002E+12,קישוט עוגה עיגול צבעוני,נאמן לאורך זמן ,13/01/2026,8.07,13,9,0,0,72.63,117
אפיה ומטבח,7.29002E+12,קישוטי עוגה בצורות שונות MIX,נאמן לאורך זמן ,13/01/2026,8.07,12,6,0,0,48.42,72
אפיה ומטבח,7.29062E+12,"קלף פלסטיק 19 ס""מ",דולפין יבוא ושיווק ,01/09/2025,3.01,6,6,,,18.06,36
אפיה ומטבח,7.29062E+12,"קלף פלסטיק 25 ס""מ",דולפין יבוא ושיווק ,14/01/2026,5.31,10,6,,,31.86,60
אפיה ומטבח,7.29E+12,קמח תפוחי אדמה 500 גר' השף אלפרדו,נאמן לאורך זמן ,02/02/2026,5.04,10,14,0,0,70.56,140
אפיה ומטבח,7.29012E+12,קנקן תה קלאסי 1500,"סקטור אפיקים בע""מ ",21/12/2025,24.78,42,11,,,272.58,462
אפיה ומטבח,7.29002E+12,קסרול 7OZ אר' 8 לבן/שקוף/שחור/ורוד,"דנטס אריזות בע""מ",03/12/2025,4.13,8,41,,,169.33,328
אפיה ומטבח,7.29011E+12,קסרול סוהו קרם 6 יחי',"נ.ש.מ יבוא שיווק והפצה בע""מ ",08/09/2025,3.63,7,70,,,254.1,490
אפיה ומטבח,7.29002E+12,קסרול פנינה פס זהב 10 יחי',"מחטף יבוא ושיווק בע""מ ",08/02/2026,5.84,10,33,,,192.72,330
אפיה ומטבח,7.29002E+12,קסרול ריינבו שחור אר' 20,"פעמית תבניכל שיווק בע""מ ",08/02/2026,1.89,3,76,,,143.64,228
אפיה ומטבח,7.29012E+12,קסרול שוהם ורוד עם כסף אר'10,"פעמית תבניכל שיווק בע""מ ",01/09/2025,4.6,8,15,,,69,120
אפיה ומטבח,7.29012E+12,קסרול שוהם כחול שמיים פס כסף אר'10,"פעמית תבניכל שיווק בע""מ ",04/09/2025,4.6,8,13,,,59.8,104
אפיה ומטבח,8.35811E+11,קסרול שקוף 10oz,"הנמל אריזות ושיווק 1984 בע""מ ",25/01/2026,6.49,12,28,0,0,181.72,336
אפיה ומטבח,7.29E+12,קסרול שקוף 25 יח,"מחטף יבוא ושיווק בע""מ ",05/01/2026,3.48,7,62,,,215.76,434
אפיה ומטבח,8.35811E+11,קסרול שקוף נצנץ זהב 15 יחי',"הנמל אריזות ושיווק 1984 בע""מ ",13/01/2026,6.49,12,22,,,142.78,264
אפיה ומטבח,7.29012E+12,קערה אקרילית דקורטיבית עגולה + מ כסף,"פעמית תבניכל שיווק בע""מ ",02/09/2025,14.04,25,8,,,112.32,200
אפיה ומטבח,7.29E+11,קערה בינונית שקופה 10יחי',"מחטף יבוא ושיווק בע""מ ",02/09/2025,5.31,10,30,,,159.3,300
אפיה ומטבח,7.29011E+12,קערה כ 32 ס''מ,"נ.ש.מ יבוא שיווק והפצה בע""מ ",01/09/2025,7.67,15,15,,,115.05,225
אפיה ומטבח,7.29001E+12,"קערה עגולה 24 ס""מ קונוסית","מחטף יבוא ושיווק בע""מ ",02/09/2025,3.78,7,88,,,332.64,616
אפיה ומטבח,6.92354E+12,"קערה פלסטיק על רגל כ 22 ס""מ","דקל יבוא ויצור דברי נוי בע""מ ",05/01/2026,10.09,16,7,0,0,70.63,112
אפיה ומטבח,7.29011E+12,"קערה קוטר 20 ס""מ","נ.ש.מ יבוא שיווק והפצה בע""מ ",29/01/2026,2.95,7,62,,,182.9,434
אפיה ומטבח,7.29012E+12,"קערות אקריליק איכותית + מכסה 20*10 ס""מ","פעמית תבניכל שיווק בע""מ ",01/09/2025,8.85,16,32,,,283.2,512
אפיה ומטבח,7.29002E+12,קערות הגשה שקוף,מנורה ,01/09/2025,4.72,8,20,,,94.4,160
אפיה ומטבח,7.29012E+12,"קערות קראפט מלבניות + מכסה כ1000 מ""ל","פעמית תבניכל שיווק בע""מ ",01/09/2025,6.84,12,12,0,0,82.08,144
אפיה ומטבח,7.29012E+12,"קערות קראפט מרובעות + מכסה כ650 מ""ל","פעמית תבניכל שיווק בע""מ ",14/01/2026,6.96,12,43,0,0,299.28,516
אפיה ומטבח,8.35811E+11,קעריות הגשה אובליות אלגנט,"הנמל אריזות ושיווק 1984 בע""מ ",14/01/2026,6.49,12,19,0,0,123.31,228
אפיה ומטבח,7.29012E+12,קערת הגשה 15 BAMBOO,"סקטור אפיקים בע""מ ",11/12/2025,11.8,22,18,,,212.4,396
אפיה ומטבח,7.29012E+12,קערת הגשה 19 BAMBOO,"סקטור אפיקים בע""מ ",25/01/2026,21.24,40,10,,,212.4,400
אפיה ומטבח,7.75986E+12,"קערת נירוסטה 40 ס""מ","רוי מרקטינג יבוא בע""מ ",02/09/2025,23.6,42,4,,,94.4,168
אפיה ומטבח,7.29012E+12,קערת סוהו לבן 3 יחי',"נ.ש.מ יבוא שיווק והפצה בע""מ ",25/01/2026,4.6,8,48,,,220.8,384
אפיה ומטבח,7.29012E+12,קערת סוהו נצנצים זהב 3 יחי',"נ.ש.מ יבוא שיווק והפצה בע""מ ",18/12/2025,4.6,10,43,,,197.8,430
אפיה ומטבח,7.29011E+12,קערת סוהו קרם 10 יחי',"נ.ש.מ יבוא שיווק והפצה בע""מ ",22/12/2025,4.6,8,47,,,216.2,376
אפיה ומטבח,7.29012E+12,קערת פלסטיק עם קשית סטיץ פסטלי,שמחה זה אנחנו,02/09/2025,4.24,8,10,,,42.4,80
אפיה ומטבח,7.70426E+12,קערת קלקר ארוז 20 ( תמני ),"פעמית תבניכל שיווק בע""מ ",15/01/2026,7.67,13,48,,,368.16,624
אפיה ומטבח,7.29002E+12,קערת שף 12 שקופה,"מחטף יבוא ושיווק בע""מ ",15/01/2026,4.6,10,41,,,188.6,410
אפיה ומטבח,6.92358E+12,קפ' ל6 קאפקייקס פורים שמח,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,3.5,7,12,,,42,84
אפיה ומטבח,6.92354E+12,קפ' קרטון + חלון פורים שמח מסכה זהב מיטאלי,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,3.8,8,48,,,182.4,384
אפיה ומטבח,6.92354E+12,קפ' קרטון בצורת לב מכסה אקרילי אדום,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,24,42,3,,,72,126
אפיה ומטבח,6.92354E+12,קפ' קרטון בצורת תיק אדום,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,15.13,28,2,,,30.26,56
אפיה ומטבח,6.92354E+12,קפ' קרטון בצורת תיק אדום,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,10.09,18,3,,,30.27,54
אפיה ומטבח,6.92354E+12,קפ' קרטון בצורת תיק קרם משובץ טרפזי,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,4.13,8,9,,,37.17,72
אפיה ומטבח,6.92354E+12,קפ' קרטון מכסה פי וי סי מחולקת קראפט,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,5.04,10,12,,,60.48,120
אפיה ומטבח,6.92354E+12,קפ' קרטון עגול קרם משובץ,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,4.13,7,12,,,49.56,84
אפיה ומטבח,6.92354E+12,קפ' קרטון עגולה מכסה שקוף ורוד,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,6.05,11,4,,,24.2,44
אפיה ומטבח,6.92354E+12,קפ' קרטון עגולה מכסה שקוף זהב,"דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,6.05,12,3,,,18.15,36
אפיה ומטבח,6.92354E+12,קפ' קרטון תיק עגול קרם משובץ,"דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,5.04,10,3,,,15.12,30
אפיה ומטבח,7.29001E+12,"קפה שחור טורקי מוסדי 1 ק""ג","שימורי איכות בע""מ ",01/09/2025,42.48,60,8,0,0,339.84,480
אפיה ומטבח,7.29001E+12,קקאו בשקית 150 גר' השף אלפרדו קטן,נאמן לאורך זמן ,29/12/2025,8.14,12,19,0,0,154.66,228
אפיה ומטבח,7.29001E+12,קקאו נאמן 500 גר' השף אלפרדו גדול,נאמן לאורך זמן ,28/11/2025,21.59,27,1,0,0,21.59,27
אפיה ומטבח,7.29001E+12,"קקוס ""ים שמיים ""","המרשלג  פרלינס בע""מ ",18/01/2026,8.97,16,4,,,35.88,64
אפיה ומטבח,6.93493E+11,קרם בייגלה 500 גר' חלבי,שף קונדיטור,18/01/2026,28.67,41,4,,,114.68,164
אפיה ומטבח,6.93493E+11,קרם מרשמלו 500 גר' חלבי,שף קונדיטור,28/11/2025,26.43,45,6,,,158.58,270
אפיה ומטבח,7.31852E+11,קרם נוצ'טלו פרווה 300 גר',שף קונדיטור,28/11/2025,13.45,24,12,,,161.4,288
אפיה ומטבח,6.93493E+11,קרם נוצ'יטלו (קינדר) 500 גר' פרווה,שף קונדיטור,28/11/2025,28.67,45,6,,,172.02,270
אפיה ומטבח,6.93493E+11,קרם פיסטוק 500 גר'  פרימיום פרווה,שף קונדיטור,28/11/2025,26.43,37,9,,,237.87,333
אפיה ומטבח,6.93493E+11,קרם פיסטוק 500 גר' חלבי,שף קונדיטור,28/11/2025,29.97,45,6,,,179.82,270
אפיה ומטבח,6.93493E+11,קרם פיצפוצי רושה חלבי (פררו רושה)500גר',שף קונדיטור,28/11/2025,28.67,41,10,,,286.7,410
אפיה ומטבח,6.93634E+11,קרם קראנץ פיסטוק 500 גר',שף קונדיטור,18/01/2026,34.1,48,9,,,306.9,432
אפיה ומטבח,6.93493E+11,קרם קראנץ' בואנו500 גר' חלבי,שף קונדיטור,28/11/2025,28.67,41,2,,,57.34,82
אפיה ומטבח,6.93493E+11,קרם קרמל 500 גר' פרווה,שף קונדיטור,28/11/2025,17.11,30,6,,,102.66,180
אפיה ומטבח,6.93493E+11,קרם שוקולד לבן (חלב לבן)500 גר' חלבי,שף קונדיטור,30/11/2025,21.83,33,7,,,152.81,231
אפיה ומטבח,6.93493E+11,קרם שוקולד לשמרים וקרנצ'ים 500 גר' פרווה,שף קונדיטור,28/11/2025,15.69,25,8,,,125.52,200
אפיה ומטבח,6.93493E+11,קרמה בואנה לאטה 500 גר' חלבי,שף קונדיטור,18/01/2026,28.67,41,11,,,315.37,451
אפיה ומטבח,6.93493E+12,קרמה בואנו לאטה 500 גר' חלבי,שף קונדיטור,28/11/2025,28.67,48,6,,,172.02,288
אפיה ומטבח,7.31852E+11,קרמה ביאנקה פרווה 300 גר',שף קונדיטור,18/01/2026,16.28,28,12,,,195.36,336
אפיה ומטבח,6.93493E+11,קרמה נוצ'יטלו {קינדר חום} 500 גר' חלבי,שף קונדיטור,18/01/2026,28.67,40,3,,,86.01,120
אפיה ומטבח,6.93493E+11,קרמה רפאלה (רפאלו) 500 גר' חלבי,שף קונדיטור,01/02/2026,28.67,48,6,,,172.02,288
אפיה ומטבח,6.93493E+11,קרמו ריאו 500 גר' חלבי,שף קונדיטור,10/12/2025,28.67,48,6,,,172.02,288
אפיה ומטבח,7.29012E+12,קרש חיתוך זכוכית מחוסם 20X30 דגם שפים,"י.סולומון חוויה שבכלי בע""מ",10/12/2025,7.91,18,23,,,181.93,414
אפיה ומטבח,7.10255E+12,קרש חיתוך טיטניום בינוני 20*29,"רוי מרקטינג יבוא בע""מ ",11/01/2026,22.42,38,19,,,425.98,722
אפיה ומטבח,7.10255E+12,קרש חיתוך טיטניום גדול 25*36,"רוי מרקטינג יבוא בע""מ ",11/01/2026,34.22,60,9,,,307.98,540
אפיה ומטבח,7.29012E+12,קרש חיתוך מפלסטיק L:,"י.סולומון חוויה שבכלי בע""מ",29/12/2025,11.8,22,17,,,200.6,374
אפיה ומטבח,7.29012E+12,קרש חיתוך מפלסטיק M,"י.סולומון חוויה שבכלי בע""מ",01/09/2025,8.14,16,31,,,252.34,496
אפיה ומטבח,7.29001E+12,קשת בענן,"המרשלג  פרלינס בע""מ ",12/02/2026,15.05,28,4,,,60.2,112
אפיה ומטבח,7.29002E+12,רביעייה מברשות שיניים קשה,נאמן לאורך זמן ,01/09/2025,8.14,10,47,0,0,382.58,470
אפיה ומטבח,7.29002E+12,רביעיית מגש לבן פס זהב,"מחטף יבוא ושיווק בע""מ ",29/01/2026,5.55,10,24,,,133.2,240
אפיה ומטבח,7.29002E+12,רבעיית מגש לבן פס זהב,"מחטף יבוא ושיווק בע""מ ",06/01/2026,5.55,10,4,0,0,22.2,40
אפיה ומטבח,7.29002E+12,רבעיית מגש שקוף 5X10.6,"מחטף יבוא ושיווק בע""מ ",28/11/2025,4.25,8,20,,,85,160
אפיה ומטבח,7.29011E+12,"רבעיית קערות נקודות 400 מ""ל",אלי אקסטרה ,28/11/2025,2.95,7,21,,,61.95,147
אפיה ומטבח,6.93493E+11,"רוטב נוצ'טלו חלבי 300 מ""ל",שף קונדיטור,28/11/2025,21,35,4,,,84,140
אפיה ומטבח,6.93493E+11,"רוטב פירות יער 300 מ""ל",שף קונדיטור,01/09/2025,17.94,30,5,,,89.7,150
אפיה ומטבח,6.93634E+11,רוטב קרמל מלוח 300 מ,שף קונדיטור,28/11/2025,21,30,3,,,63,90
אפיה ומטבח,7.29002E+12,רוטב רימונים מרוכז 680 גר' גדול,נאמן לאורך זמן ,25/11/2025,14.46,23,9,0,0,130.14,207
אפיה ומטבח,6.93493E+11,"רוטב שוקולד לבן חלבי 300 מ""ל",שף קונדיטור,08/12/2025,21,35,6,,,126,210
אפיה ומטבח,9.729E+12,רוטבית + מכסה 30CCאר' 50,"פעמית תבניכל שיווק בע""מ ",06/01/2026,4.25,8,11,,,46.75,88
אפיה ומטבח,7.29012E+12,רוטבית+מכסה 50CC  יחי'50,"פעמית תבניכל שיווק בע""מ ",06/01/2026,4.72,8,1,,,4.72,8
אפיה ומטבח,7.29002E+12,רויאל אייסינג אדום,"מנדלברג בע""מ",06/01/2026,9.32,17,3,,,27.96,51
אפיה ומטבח,7.29002E+12,רויאל אייסינג ורוד בייבי,"מנדלברג בע""מ",06/01/2026,9.32,16,1,,,9.32,16
אפיה ומטבח,7.29002E+12,רויאל אייסינג ירוק,"מנדלברג בע""מ",06/01/2026,9.32,16,3,,,27.96,48
אפיה ומטבח,7.29002E+12,רויאל אייסינג כתום,"מנדלברג בע""מ",06/01/2026,9.32,16,3,,,27.96,48
אפיה ומטבח,7.29002E+12,רויאל אייסינג לבן,"מנדלברג בע""מ",06/01/2026,9.32,16,3,,,27.96,48
אפיה ומטבח,7.29002E+12,רויאל אייסינג סגול,"מנדלברג בע""מ",06/01/2026,9.32,16,3,,,27.96,48
אפיה ומטבח,7.29002E+12,רויאל אייסינג צהוב,"מנדלברג בע""מ",06/01/2026,9.32,16,2,,,18.64,32
אפיה ומטבח,7.29002E+12,רויאל אייסינג שחור,"מנדלברג בע""מ",04/01/2026,9.32,16,3,,,27.96,48
אפיה ומטבח,7.29002E+12,רויאל אייסינג תכלת,"מנדלברג בע""מ",01/09/2025,9.32,16,2,,,18.64,32
אפיה ומטבח,7.29001E+12,רול איטלקי ארוך,"רות פטיפורים בע""מ",13/01/2026,11.8,22,95,,,1121,2090
אפיה ומטבח,7.29002E+12,ריבת חלב לחיץ 330 מל,נאמן לאורך זמן ,13/01/2026,13.57,23,7,0,0,94.99,161
אפיה ומטבח,7.29002E+12,"רינג מרובע מתכוונן 15-28 ס""מ ג8.5. ס""מ",דולפין יבוא ושיווק ,03/12/2025,17.7,32,6,,,106.2,192
אפיה ומטבח,7.29062E+12,"ריניג עגול מתכוונן 16-30 ס""מ ג. 10 ס""מ",דולפין יבוא ושיווק ,03/12/2025,23.48,43,6,,,140.88,258
אפיה ומטבח,7.29001E+12,ריצפז פנטזיה 3 ליטר,"החברה הדרומית לשיווק בע""מ ",05/02/2026,10.38,15,2,,,20.76,30
אפיה ומטבח,7.29011E+12,ריצפז שואב שוטף 1.5 ליטר,"החברה הדרומית לשיווק בע""מ ",08/02/2026,24.19,33,6,,,145.14,198
אפיה ומטבח,7.29001E+12,רצפז פ.הום כותנה 2 ליטר,"החברה הדרומית לשיווק בע""מ ",28/11/2025,13.57,22,8,,,108.56,176
